V5,V7A,V7C,CalViv,M2B,iPM_E2,iPM_E3,iPM_E4,iPM_VUi1,iPM_VUi3,iPM_S1,iPM_T1,iPM_T2.2,iPM_T3,D_ZON_iPCN,iPM_Pobreza
1,2,2,3,0,0,0,0,0,1,1,0,0,0,3,Pobre Multidimensional
1,2,2,3,1,1,0,1,0,0,0,0,0,0,3,No Pobre Multidimensional
1,2,2,3,1,1,0,1,0,0,0,0,0,0,3,No Pobre Multidimensional
0,2,2,3,1,0,1,1,0,0,1,0,0,0,2,Pobre Multidimensional
0,2,2,3,1,0,1,1,0,0,1,0,0,0,2,Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,1,0,5,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,1,0,5,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,1,0,5,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,1,0,5,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,1,0,1,1,9,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,1,0,1,1,9,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,1,0,1,1,9,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,1,0,1,1,9,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,10,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,10,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,10,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,10,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,10,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,10,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,10,No Pobre Multidimensional
0,3,3,4,0,0,0,0,0,0,0,0,0,0,9,No Pobre Multidimensional
0,3,3,4,0,0,0,0,0,0,0,0,0,0,9,No Pobre Multidimensional
0,3,3,4,0,0,0,0,0,0,0,0,0,0,9,No Pobre Multidimensional
1,3,3,4,1,0,0,1,0,0,1,0,1,0,7,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,Pobre Multidimensional
0,2,3,3,1,0,0,1,0,0,0,0,0,1,4,No Pobre Multidimensional
0,2,3,3,1,0,0,1,0,0,0,0,0,1,4,No Pobre Multidimensional
0,2,3,3,1,0,0,1,0,0,0,0,0,1,4,No Pobre Multidimensional
0,2,2,3,1,0,0,1,0,0,1,0,0,0,1,No Pobre Multidimensional
0,2,2,3,1,0,0,1,0,0,1,0,0,0,1,No Pobre Multidimensional
0,2,3,3,0,0,1,1,0,0,0,0,1,0,5,Pobre Multidimensional
0,2,3,3,0,0,1,1,0,0,0,0,1,0,5,Pobre Multidimensional
0,2,2,3,1,1,0,0,0,0,0,0,0,1,2,No Pobre Multidimensional
0,2,2,3,1,1,0,0,0,0,0,0,0,1,2,No Pobre Multidimensional
0,2,2,3,1,1,0,0,0,0,0,0,0,1,2,No Pobre Multidimensional
0,2,2,3,1,1,0,0,0,0,0,0,0,1,2,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,10,No Pobre Multidimensional
0,1,2,1,1,0,1,1,1,0,1,0,0,1,3,Pobre Multidimensional
0,1,2,1,1,0,1,1,1,0,1,0,0,1,3,Pobre Multidimensional
0,1,2,1,1,0,1,1,1,0,1,0,0,1,3,Pobre Multidimensional
0,1,2,1,1,0,1,1,1,0,1,0,0,1,3,Pobre Multidimensional
0,1,2,1,1,0,1,1,1,0,1,0,0,1,3,Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,1,0,0,0,8,No Pobre Multidimensional
1,2,3,3,0,0,0,0,0,0,1,0,1,0,5,No Pobre Multidimensional
1,2,3,3,0,0,0,0,0,0,1,0,1,0,5,No Pobre Multidimensional
1,2,3,3,0,0,0,0,0,0,1,0,1,0,5,No Pobre Multidimensional
1,2,3,3,0,0,0,0,0,0,1,0,1,0,5,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,1,0,0,1,6,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,1,0,0,1,6,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,1,0,0,1,6,No Pobre Multidimensional
1,2,3,4,1,0,0,0,0,0,1,1,0,0,2,No Pobre Multidimensional
1,2,3,4,1,0,0,0,0,0,1,1,0,0,2,No Pobre Multidimensional
1,2,3,4,1,0,0,0,0,0,1,1,0,0,2,No Pobre Multidimensional
1,2,3,4,1,0,0,0,0,0,1,1,0,0,2,No Pobre Multidimensional
1,2,3,4,1,0,0,0,0,0,1,1,0,0,2,No Pobre Multidimensional
1,2,3,4,1,0,0,0,0,0,1,1,0,0,2,No Pobre Multidimensional
1,2,3,4,1,0,0,0,0,0,1,1,0,0,2,No Pobre Multidimensional
1,2,3,4,1,0,0,1,0,0,1,0,0,0,5,No Pobre Multidimensional
1,2,3,4,1,0,0,1,0,0,1,0,0,0,5,No Pobre Multidimensional
1,2,3,4,1,0,0,1,0,0,1,0,0,0,5,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,7,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,7,No Pobre Multidimensional
1,1,2,1,0,0,0,0,0,0,1,0,1,0,3,No Pobre Multidimensional
1,1,2,1,0,0,0,0,0,0,1,0,1,0,3,No Pobre Multidimensional
1,1,2,1,0,0,0,0,0,0,1,0,1,0,3,No Pobre Multidimensional
1,1,2,1,0,0,0,0,0,0,1,0,1,0,3,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,9,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,9,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,10,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,10,No Pobre Multidimensional
0,1,2,3,1,0,0,1,0,0,1,0,0,0,1,Pobre Multidimensional
0,1,2,3,1,0,0,1,0,0,1,0,0,0,1,Pobre Multidimensional
0,1,2,3,1,0,0,1,0,0,1,0,0,0,1,Pobre Multidimensional
1,3,3,4,1,0,0,1,0,0,0,0,0,0,8,No Pobre Multidimensional
0,3,3,4,0,0,0,0,0,0,0,0,1,0,4,No Pobre Multidimensional
0,3,3,4,0,0,0,0,0,0,0,0,1,0,4,No Pobre Multidimensional
0,3,3,4,0,0,0,0,0,0,0,0,1,0,4,No Pobre Multidimensional
0,2,2,3,1,0,0,1,0,0,1,0,1,0,8,No Pobre Multidimensional
0,2,2,3,1,0,0,1,0,0,1,0,1,0,8,No Pobre Multidimensional
0,2,2,3,1,0,0,1,0,0,1,0,1,0,8,No Pobre Multidimensional
0,2,2,3,1,0,0,1,0,0,1,0,1,0,8,No Pobre Multidimensional
0,2,2,3,0,0,1,1,0,0,1,0,0,0,7,No Pobre Multidimensional
0,2,2,3,0,0,1,1,0,0,1,0,0,0,7,No Pobre Multidimensional
0,2,2,3,0,0,1,1,0,0,1,0,0,0,7,No Pobre Multidimensional
0,1,2,1,0,0,0,0,1,0,0,0,1,0,5,No Pobre Multidimensional
0,1,2,1,0,0,0,0,1,0,0,0,1,0,5,No Pobre Multidimensional
0,1,2,1,0,0,0,0,1,0,0,0,1,0,5,No Pobre Multidimensional
0,1,2,1,1,0,0,1,1,1,0,0,1,0,1,Pobre Multidimensional
0,1,2,1,1,0,0,1,1,1,0,0,1,0,1,Pobre Multidimensional
0,1,2,1,1,0,0,1,1,1,0,0,1,0,1,Pobre Multidimensional
0,1,2,1,1,0,0,1,1,1,0,0,1,0,1,Pobre Multidimensional
0,1,2,1,1,0,0,1,1,1,0,0,1,0,1,Pobre Multidimensional
0,1,2,1,1,0,0,1,1,1,0,0,1,0,1,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,0,0,0,1,0,4,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,0,0,0,1,0,4,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,0,1,0,0,1,2,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,0,1,0,0,1,2,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,0,1,0,0,1,2,Pobre Multidimensional
1,2,3,3,1,0,0,1,0,0,1,0,0,0,8,No Pobre Multidimensional
1,2,3,3,1,0,0,1,0,0,1,0,0,0,8,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,1,0,0,10,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,9,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,9,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,9,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,9,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,3,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,3,No Pobre Multidimensional
0,2,2,3,1,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
0,2,2,3,1,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
0,2,2,3,1,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,1,0,8,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,1,0,8,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,1,0,8,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,1,0,1,1,7,Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,1,0,1,1,7,Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,1,0,1,1,7,Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,1,0,1,1,7,Pobre Multidimensional
0,3,3,3,1,0,0,1,1,1,0,0,1,0,2,Pobre Multidimensional
0,3,3,3,1,0,0,1,1,1,0,0,1,0,2,Pobre Multidimensional
0,3,3,3,1,0,0,1,1,1,0,0,1,0,2,Pobre Multidimensional
0,3,3,3,1,0,0,1,1,1,0,0,1,0,2,Pobre Multidimensional
0,3,3,3,1,0,0,1,1,1,0,0,1,0,2,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,Pobre Multidimensional
0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,1,3,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,1,3,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,1,3,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,1,3,No Pobre Multidimensional
1,3,2,3,1,0,0,1,1,0,1,0,1,1,6,Pobre Multidimensional
1,3,2,3,1,0,0,1,1,0,1,0,1,1,6,Pobre Multidimensional
1,3,2,3,1,0,0,1,1,0,1,0,1,1,6,Pobre Multidimensional
1,3,3,4,0,0,1,0,0,0,0,0,0,0,6,No Pobre Multidimensional
1,3,3,4,0,0,1,0,0,0,0,0,0,0,6,No Pobre Multidimensional
1,2,3,4,0,0,0,0,0,0,0,0,1,0,7,No Pobre Multidimensional
1,2,3,4,0,0,0,0,0,0,0,0,1,0,7,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,8,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,8,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,8,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,8,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,1,10,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,1,10,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,1,10,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,1,10,No Pobre Multidimensional
1,2,3,4,1,0,0,0,0,0,0,0,0,0,6,No Pobre Multidimensional
1,2,3,4,1,0,0,0,0,0,0,0,0,0,6,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,6,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,6,No Pobre Multidimensional
0,2,2,3,0,0,0,0,0,0,0,0,0,0,9,No Pobre Multidimensional
1,2,2,3,1,0,0,0,0,0,0,0,0,0,3,No Pobre Multidimensional
1,3,3,4,0,0,0,1,0,0,0,0,0,0,6,No Pobre Multidimensional
1,3,3,4,0,0,0,1,0,0,0,0,0,0,6,No Pobre Multidimensional
0,1,3,3,0,0,0,0,0,0,1,0,1,1,5,Pobre Multidimensional
0,1,3,3,0,0,0,0,0,0,1,0,1,1,5,Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
1,2,2,3,0,0,0,0,0,0,0,0,0,0,2,No Pobre Multidimensional
1,2,2,3,0,0,0,0,0,0,0,0,0,0,2,No Pobre Multidimensional
1,2,2,3,0,0,0,0,0,0,0,0,0,0,2,No Pobre Multidimensional
1,2,2,3,0,0,0,0,0,0,0,0,0,0,2,No Pobre Multidimensional
1,3,3,4,1,0,0,1,0,0,0,0,0,0,8,No Pobre Multidimensional
1,3,3,4,1,0,0,1,0,0,0,0,0,0,8,No Pobre Multidimensional
1,3,3,4,1,0,0,1,0,0,0,0,0,0,8,No Pobre Multidimensional
0,2,2,3,1,0,0,1,0,0,1,0,0,1,1,Pobre Multidimensional
0,2,2,3,1,0,0,1,0,0,1,0,0,1,1,Pobre Multidimensional
0,2,2,3,1,0,0,1,0,0,1,0,0,1,1,Pobre Multidimensional
0,2,2,3,1,0,0,1,0,1,1,0,1,0,2,No Pobre Multidimensional
0,2,2,3,1,0,0,1,0,1,1,0,1,0,2,No Pobre Multidimensional
0,2,2,3,1,0,0,1,0,1,1,0,1,0,2,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,8,No Pobre Multidimensional
0,2,2,3,0,0,0,0,0,0,0,0,0,0,3,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,5,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,5,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,5,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,5,No Pobre Multidimensional
0,2,2,3,1,0,0,0,0,0,0,0,0,0,9,No Pobre Multidimensional
0,3,3,4,0,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
1,3,2,3,1,0,1,1,0,0,1,0,1,0,5,Pobre Multidimensional
1,3,2,3,1,0,1,1,0,0,1,0,1,0,5,Pobre Multidimensional
1,3,2,3,1,0,1,1,0,0,1,0,1,0,5,Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,1,0,0,0,6,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,1,0,0,0,6,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,1,0,0,0,6,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,1,0,0,0,6,No Pobre Multidimensional
1,3,3,4,1,0,0,1,0,0,1,0,0,0,4,No Pobre Multidimensional
1,3,3,4,1,0,0,1,0,0,1,0,0,0,4,No Pobre Multidimensional
1,3,3,4,1,0,0,1,0,0,1,0,0,0,4,No Pobre Multidimensional
1,3,2,3,1,0,1,1,0,0,1,0,0,1,3,Pobre Multidimensional
1,3,2,3,1,0,1,1,0,0,1,0,0,1,3,Pobre Multidimensional
1,3,2,3,1,0,1,1,0,0,1,0,0,1,3,Pobre Multidimensional
1,3,2,3,1,0,1,1,0,0,1,0,0,1,3,Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,1,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,9,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,1,0,8,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,1,0,8,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,1,0,8,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,1,0,8,No Pobre Multidimensional
1,2,3,3,1,0,0,0,1,0,0,0,0,0,3,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,1,5,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,1,5,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,1,5,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,1,5,No Pobre Multidimensional
0,2,3,4,1,0,0,0,0,0,0,0,0,0,10,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,5,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,5,No Pobre Multidimensional
1,2,2,3,0,0,0,0,1,0,0,0,0,0,10,No Pobre Multidimensional
1,2,2,3,0,0,0,0,1,0,0,0,0,0,10,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,8,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,8,No Pobre Multidimensional
1,2,2,3,1,0,0,0,1,0,0,0,0,0,8,No Pobre Multidimensional
1,2,2,3,1,0,0,0,1,0,0,0,0,0,8,No Pobre Multidimensional
1,2,2,3,1,0,0,0,1,0,0,0,0,0,8,No Pobre Multidimensional
1,2,2,3,1,0,0,0,1,0,0,0,0,0,8,No Pobre Multidimensional
1,2,2,3,1,0,0,0,1,0,0,0,0,0,8,No Pobre Multidimensional
1,2,2,3,0,1,0,0,1,0,1,0,0,1,1,Pobre Multidimensional
1,2,2,3,0,1,0,0,1,0,1,0,0,1,1,Pobre Multidimensional
1,2,2,3,0,1,0,0,1,0,1,0,0,1,1,Pobre Multidimensional
1,2,2,3,0,1,0,0,1,0,1,0,0,1,1,Pobre Multidimensional
0,2,3,4,1,0,1,0,0,0,0,0,0,0,4,No Pobre Multidimensional
0,2,3,4,1,0,1,0,0,0,0,0,0,0,4,No Pobre Multidimensional
0,2,3,4,1,0,1,0,0,0,0,0,0,0,4,No Pobre Multidimensional
0,2,3,4,1,0,1,0,0,0,0,0,0,0,4,No Pobre Multidimensional
0,2,3,4,1,0,1,0,0,0,0,0,0,0,4,No Pobre Multidimensional
0,2,3,4,1,0,1,0,0,0,0,0,0,0,4,No Pobre Multidimensional
1,2,3,3,0,0,0,0,1,0,1,0,0,1,10,Pobre Multidimensional
1,2,3,3,0,0,0,0,1,0,1,0,0,1,10,Pobre Multidimensional
1,2,3,3,0,0,0,0,1,0,1,0,0,1,10,Pobre Multidimensional
1,2,3,3,0,0,0,0,1,0,1,0,0,1,10,Pobre Multidimensional
1,3,3,4,0,0,0,1,0,0,0,0,0,1,7,No Pobre Multidimensional
1,3,3,4,0,0,0,1,0,0,0,0,0,1,7,No Pobre Multidimensional
1,3,3,4,1,0,0,1,0,0,1,0,1,0,3,No Pobre Multidimensional
1,3,3,4,1,0,0,1,0,0,1,0,1,0,3,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,5,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,5,No Pobre Multidimensional
1,1,3,3,0,0,0,0,0,0,1,0,0,0,8,No Pobre Multidimensional
1,1,3,3,0,0,0,0,0,0,1,0,0,0,8,No Pobre Multidimensional
1,1,3,3,0,0,0,0,0,0,1,0,0,0,8,No Pobre Multidimensional
1,2,3,3,1,0,0,0,0,0,0,0,0,0,2,No Pobre Multidimensional
0,2,3,4,1,0,1,1,0,0,1,0,1,0,9,No Pobre Multidimensional
0,2,3,4,1,0,1,1,0,0,1,0,1,0,9,No Pobre Multidimensional
0,2,3,4,1,0,1,1,0,0,1,0,1,0,9,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,10,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,10,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,10,No Pobre Multidimensional
0,2,3,4,0,0,0,1,0,1,0,0,1,0,5,No Pobre Multidimensional
0,2,3,4,0,0,0,1,0,1,0,0,1,0,5,No Pobre Multidimensional
0,2,3,4,0,0,0,1,0,1,0,0,1,0,5,No Pobre Multidimensional
0,2,3,4,0,0,0,1,0,1,0,0,1,0,5,No Pobre Multidimensional
0,2,3,4,0,0,0,1,0,1,0,0,1,0,5,No Pobre Multidimensional
0,2,3,4,0,0,0,1,0,1,0,0,1,0,5,No Pobre Multidimensional
0,2,2,3,0,0,1,1,0,0,0,0,0,0,7,No Pobre Multidimensional
0,2,2,3,0,0,1,1,0,0,0,0,0,0,7,No Pobre Multidimensional
0,2,2,3,0,0,1,1,0,0,0,0,0,0,7,No Pobre Multidimensional
0,2,2,3,0,0,1,1,0,0,0,0,0,0,7,No Pobre Multidimensional
0,2,2,3,0,0,0,0,0,1,0,0,0,0,4,No Pobre Multidimensional
0,2,2,3,0,0,0,0,0,1,0,0,0,0,4,No Pobre Multidimensional
0,2,2,3,0,0,0,0,0,1,0,0,0,0,4,No Pobre Multidimensional
1,3,3,4,1,0,0,1,0,0,0,0,0,0,9,No Pobre Multidimensional
1,2,2,3,0,0,0,0,0,0,0,0,1,0,8,No Pobre Multidimensional
1,2,2,3,0,0,0,0,0,0,0,0,1,0,8,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,1,0,0,0,9,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,1,0,0,0,9,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,1,0,0,0,9,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,1,0,0,0,9,No Pobre Multidimensional
0,2,1,3,1,0,0,1,1,0,0,0,0,0,1,Pobre Multidimensional
0,2,1,3,1,0,0,1,1,0,0,0,0,0,1,Pobre Multidimensional
0,2,2,3,1,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
0,2,2,3,1,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
0,2,2,3,1,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
0,2,2,3,1,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
0,2,2,3,1,0,0,0,0,0,0,0,0,0,4,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,6,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,6,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,6,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,6,No Pobre Multidimensional
0,3,3,4,0,0,0,1,0,1,0,0,0,0,9,No Pobre Multidimensional
0,3,3,4,0,0,0,1,0,1,0,0,0,0,9,No Pobre Multidimensional
0,3,3,4,0,0,0,1,0,1,0,0,0,0,9,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,8,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,8,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,8,No Pobre Multidimensional
1,3,3,4,1,0,0,0,0,0,0,0,0,0,8,No Pobre Multidimensional
0,3,3,4,1,0,1,1,0,0,1,0,0,0,2,No Pobre Multidimensional
0,3,3,4,1,0,1,1,0,0,1,0,0,0,2,No Pobre Multidimensional
0,3,3,4,1,0,1,1,0,0,1,0,0,0,2,No Pobre Multidimensional
0,3,3,4,1,0,1,1,0,0,1,0,0,0,2,No Pobre Multidimensional
1,2,2,3,1,0,0,0,0,0,0,0,0,0,6,No Pobre Multidimensional
1,2,2,3,1,0,0,0,0,0,0,0,0,0,6,No Pobre Multidimensional
1,2,2,3,1,0,0,0,0,0,0,0,0,0,6,No Pobre Multidimensional
1,2,2,3,1,0,0,0,0,0,0,0,0,0,6,No Pobre Multidimensional
1,2,2,3,1,0,0,0,0,0,0,0,0,0,6,No Pobre Multidimensional
1,2,1,3,1,0,0,0,1,0,0,0,0,0,9,No Pobre Multidimensional
1,2,1,3,1,0,0,0,1,0,0,0,0,0,9,No Pobre Multidimensional
1,2,1,3,1,0,0,0,1,0,0,0,0,0,9,No Pobre Multidimensional
1,2,1,3,1,0,0,0,1,0,0,0,0,0,9,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,0,0,7,No Pobre Multidimensional
1,2,3,3,1,0,0,0,0,1,1,0,1,0,6,No Pobre Multidimensional
1,2,3,3,1,0,0,0,0,1,1,0,1,0,6,No Pobre Multidimensional
1,2,3,3,1,0,0,0,0,1,1,0,1,0,6,No Pobre Multidimensional
0,3,3,4,1,0,0,1,0,0,0,0,0,0,6,No Pobre Multidimensional
0,3,3,4,1,0,0,1,0,0,0,0,0,0,6,No Pobre Multidimensional
0,3,3,4,1,0,0,1,0,0,0,0,0,0,6,No Pobre Multidimensional
0,3,3,4,1,0,0,1,0,0,0,0,0,1,1,No Pobre Multidimensional
0,3,3,4,1,0,0,1,0,0,0,0,0,1,1,No Pobre Multidimensional
0,3,3,4,1,0,0,1,0,0,0,0,0,1,1,No Pobre Multidimensional
0,3,3,4,1,0,0,1,0,0,0,0,0,1,1,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,1,0,4,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,1,0,4,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,1,0,4,No Pobre Multidimensional
1,3,3,4,0,0,0,0,0,0,0,0,1,0,4,No Pobre Multidimensional
0,3,3,4,0,0,0,1,0,0,1,0,0,0,9,No Pobre Multidimensional
0,3,3,4,0,0,0,1,0,0,1,0,0,0,9,No Pobre Multidimensional
0,3,3,4,0,0,0,1,0,0,1,0,0,0,9,No Pobre Multidimensional
0,3,3,4,0,0,0,1,0,0,1,0,0,0,9,No Pobre Multidimensional
0,3,3,4,0,1,0,0,0,1,1,0,0,0,5,Pobre Multidimensional
0,3,3,4,0,1,0,0,0,1,1,0,0,0,5,Pobre Multidimensional
0,3,3,4,0,1,0,0,0,1,1,0,0,0,5,Pobre Multidimensional
0,3,3,4,0,1,0,0,0,1,1,0,0,0,5,Pobre Multidimensional
